rank	term	category	confidence	total_count	hate_count	non_hate_count	annotation_count	definition	reason
283	昆虫纲	Racism	0.95	5	5	0	4	将特定族群非人化，比喻为低等昆虫或寄生虫，表达种族歧视和仇恨。	所有样本均用于仇恨语境，将特定群体贬低为低等昆虫，属于种族歧视性非人化用语。网络证据显示'昆虫纲'与'清虫'等歧视性词汇关联，进一步支持其作为仇恨术语。
284	白左	Racism	0.95	7	7	0	8	用于贬低和攻击持有自由派或左翼政治立场的白人群体，常与虚伪、无知、道德优越感等负面标签关联，并常出现在种族主义、排外等仇恨言论中。	数据集显示该词在7个样本中全部标注为仇恨，且常与种族歧视言论结合；网络证据表明该词被广泛用作贬义词，用于嘲讽和攻击特定群体，符合仇恨/攻击性术语标准。
286	找黑人的	Racism	0.95	15	14	1	11	该短语用于贬低和污名化与黑人男性交往的女性，常与种族歧视和性别歧视言论一同出现，暗示这种行为是‘污染’、‘丑陋’或‘可耻’的。	数据集显示该短语在15个样本中有14个被标注为仇恨言论，主要涉及种族歧视和性别歧视；网络证据也表明其与种族歧视词汇‘黑鬼’相关联，常用于侮辱性语境。
287	能接受	Racism	0.85	25	23	2	19	该短语在特定语境中用于表达对特定种族（如黑人）、性别或性取向群体的排斥或歧视性态度，常带有负面预设和刻板印象。	数据集显示该短语在23/25的样本中用于仇恨语境，主要针对种族（黑人）和性取向群体，且上下文明确表达排斥或歧视。网络证据虽未显示其为固定侮辱性词汇，但结合数据集高比例仇恨使用，决定纳入。
290	非我族类	Racism	0.95	5	5	0	2	该短语源自《左传》，原意为不是同族的人其心必异，但在仇恨言论中被用来表达对外族（尤其是黑人和白人）的排斥、敌视和歧视，煽动种族仇恨。	数据集所有样本均用于种族主义仇恨言论，网络证据显示该短语在仇恨语境中频繁使用，支持其作为种族主义编码词汇。
292	河南人在	Region	0.95	5	5	0	2	该短语用于指代河南人，常出现在带有负面刻板印象和歧视性言论的语境中，如指责河南人名声差、爱骗人、抢金骗金等，构成地域歧视性仇恨言论。	所有标注样本均为仇恨言论，且网络证据显示'河南人'常被用作歧视性词汇，该短语符合仇恨/攻击性/编码群体指称词汇的定义。
293	人配不上	Sexism	0.9	6	6	0	3	该短语用于贬低中国男性，表达‘中国男人配不上中国女人’的性别歧视观点，常与地域和种族言论结合，构成仇恨言论。	数据集显示该短语100%用于仇恨语境，主要针对性别歧视，并涉及地域和种族攻击；网络证据虽未直接定义该短语为黑话，但支持其用于歧视性语境。综合决定纳入。
294	体味	Racism	0.9	7	7	0	6	在仇恨言论中，“体味”被用来贬低特定种族或地区群体（如印巴人、印度人、黑人、白人），暗示其身体气味令人不适，从而将其污名化，构成种族或地域歧视。	数据集和网络证据均显示“体味”在样本中频繁用于贬低特定族群，与种族主义和地域歧视高度相关，且所有标注样本均为仇恨言论。
295	碰瓷	Region	0.85	7	7	0	6	在仇恨言论中，'碰瓷'被用来指责某个群体（如地域、性别、性取向等）故意制造事端或攀附更优越的群体，以贬低对方并抬高自己，带有强烈的攻击性和歧视性。	数据集显示该词在7个样本中全部被标注为仇恨言论，涉及地域、性别、种族、性取向等多个类别，且上下文明确用于贬低特定群体。网络证据表明其核心含义并非仇恨用语，但在特定语境下被借用来表达攻击性。综合判断，该词在仇恨言论中具有明确的歧视性用法，应纳入研究词典。
298	昆虫	Racism	0.95	6	6	0	4	在仇恨言论中，将特定群体非人化，比喻为低等生物（如昆虫纲卵体寄生虫），以表达种族歧视和仇恨。	数据集样本中该词全部用于仇恨语境，将目标群体贬低为昆虫纲卵体寄生虫，具有强烈的种族主义侮辱性；网络证据也显示类似用法在中文仇恨言论中常见。
300	最歧视	Region	0.95	5	5	0	5	用于表达对特定地区群体的歧视性态度，常与负面刻板印象和贬低性言论结合，如针对安徽人、北方人、东北人、湖南湖北及成都女性等。	该短语在数据集和网络证据中均被用于表达对地区群体的歧视，所有标注样本均为仇恨言论，且网络搜索未发现非歧视性用法。
302	梅事	others	0.95	7	7	0	6	该词是中文网络黑话，利用谐音将性病（梅毒）伪装成日常用语，用于侮辱、贬低他人，尤其在涉及性行为或性病的语境中。常与种族、性别歧视言论结合使用。	数据集显示所有标注样本均为仇恨言论，且与种族、性别歧视结合；网络证据证实其为谐音黑话，用于侮辱性攻击。
305	女权们	Sexism	0.95	5	5	0	3	该词用于贬低、嘲讽或攻击女性主义者，表达对女权运动的敌意和性别歧视。	所有数据集样本均为仇恨标签，且网络证据显示该词常被用于性别歧视性攻击。
306	黑江浙	Region	0.95	5	5	0	3	该术语用于指代对江浙地区（江苏、浙江、上海）的地域歧视性攻击，常出现在负面语境中，如“黑江浙”、“骂江浙人”等，构成仇恨言论。	数据集样本全部为仇恨标签，且网络证据支持其作为地域歧视用语，结合两者判断该词具有明确的仇恨/攻击性含义。
307	比男人	Sexism	0.95	5	5	0	4	用于将女性与男性进行比较，并暗示女性在生理、智力或道德上劣于男性，从而贬低女性群体。	所有数据集样本均用于仇恨语境，贬低女性；网络证据虽未直接定义该短语为黑话，但样本显示其作为对比结构强化对女性的负面刻板印象，符合仇恨言论特征。
308	举报三非	Racism	0.95	5	5	0	3	煽动举报所谓‘三非’（非法入境、非法居留、非法就业）外国人，尤其针对黑人群体，带有种族歧视和仇恨色彩。	该短语在样本中明确用于针对黑人群体，煽动举报行为，带有种族歧视和仇恨色彩，且所有标注样本均为仇恨言论。
310	乐色	Racism	0.95	6	6	0	9	该词是“垃圾”的谐音或方言变体，在网络语境中常被用作侮辱性词汇，尤其用于指代黑人群体（如“黑乐色”），带有种族歧视和贬低意味。	数据集显示所有标注均为仇恨言论，主要类别为种族歧视，样本中明确用于指代黑人群体并带有侮辱性；网络证据证实其为“垃圾”的变体，常用于贬低他人。
313	畜狌	Racism	0.9	10	9	1	9	用于指代特定种族群体的侮辱性称呼，将其非人化并描述为具有动物本能，构成种族歧视和仇恨言论。	数据集显示该词在90%的样本中用于仇恨语境，主要针对特定种族群体，且网络证据支持其作为种族歧视用语。
314	全世界都	Racism	0.85	6	6	0	3	该短语在仇恨言论中用于表达对特定群体的普遍排斥或负面刻板印象，常与种族、性别或性取向歧视结合，如'全世界都不欢迎黑'、'全世界都讨厌黑'、'全世界都压迫'、'全世界都是同性恋'等，具有攻击性和歧视性。	数据集证据显示该短语在6个样本中全部被标注为仇恨言论，涉及种族主义、性别歧视和LGBTQ歧视，且上下文明确表达对群体的排斥或贬低。尽管网络证据未显示其作为独立侮辱性词汇，但结合数据集高精度和一致性，该短语在特定语境下具有明确的仇恨用途。
316	xx	Region	0.95	8	8	0	1	用于指代特定地区群体，带有贬低和歧视性含义，属于地域歧视用语。	数据集样本中该词明确用于地域歧视，且上下文显示其具有侮辱性；网络证据虽未直接证实，但数据集证据充分。
317	吴施蒙	Sexism	0.95	7	7	0	5	该词指代成都黑帽门事件中的女性吴施蒙，被用于侮辱和歧视中国女性，尤其是与黑人发生关系的女性，带有强烈的性别歧视和种族歧视色彩。	数据集和网络证据均显示该词在仇恨言论中高频使用，用于攻击和贬低女性，且与种族歧视交织，符合纳入标准。
319	是外地人	Region	0.9	6	6	0	1	该术语在上下文中用于将负面行为（如犯罪、自私、欺骗）归因于非本地户籍的人，构成地域歧视和仇恨言论。	数据集显示所有标注样本均为仇恨言论，且类别以地域歧视为主；网络证据表明该词常被用于贬低外地人，与负面行为关联。
322	死光	Region	0.95	4	4	0	4	用于表达希望某个群体（如男性、江苏人、东北人）全部死亡，具有强烈的仇恨和歧视意味。	所有标注样本均为仇恨言论，且网络证据显示该词常与'全家死光'等侮辱性短语关联，用于攻击性言论。
323	猴子	Racism	0.95	7	7	0	7	用于贬低特定地域群体（如南方人、两广人、江浙人）、种族群体（如黑人）以及性少数群体的侮辱性称呼，暗示其低等、野蛮或动物化。	数据集7条样本全部标注为仇恨言论，涵盖地域、种族和性少数群体歧视；网络证据显示该词在中文语境中常被用作种族和地域歧视用语。
324	都是男的	Sexism	0.85	5	5	0	2	该短语在特定语境中用于贬低或质疑女性群体，暗示女性不值得被关注或参与，或认为女性行为是男性伪装的，具有性别歧视和攻击性。	数据集证据显示该短语在5个样本中均被标注为仇恨言论，主要涉及性别歧视，且上下文明确表现出对女性的贬低。虽然网络证据未直接支持其为固定黑话，但结合数据集的高一致性和上下文判断，该短语在特定语境中具有明确的仇恨含义。
325	骂男	Sexism	0.95	6	6	0	5	用于指代对男性进行辱骂或攻击的行为，常出现在性别对立语境中，带有性别歧视性质。	该术语在数据集和网络证据中均显示为高度仇恨性，主要用于攻击男性群体，属于性别歧视仇恨言论。
327	交往过黑人	Racism	0.95	5	5	0	5	该短语用于贬低和歧视与黑人有恋爱关系的人，暗示这种关系是污点或令人厌恶的，常与种族主义和性别歧视交织。	数据集和网络证据均一致表明该短语用于表达对与黑人交往的歧视和排斥，具有明确的种族主义和性别歧视含义。
328	黑人的女的	Racism	0.95	5	5	0	5	指与黑人男性有关系的女性，常被用于传播艾滋病、贬低等歧视性刻板印象，带有种族和性别双重侮辱。	该术语在数据集和网络证据中均被用于仇恨语境，与艾滋病、贬低等负面刻板印象强关联，且无中性或非仇恨用法，符合仇恨/冒犯性编码群体指称术语的定义。
329	cp	LGBTQ	0.9	7	7	0	2	在中文网络语境中，'cp'（配对）被用于贬低同性恋关系，常与'腐女'、'恶心'等词共现，表达对同性恋的厌恶和歧视。	数据集显示该词在7个样本中全部被标注为仇恨言论，主要针对LGBTQ群体，且与'恶心'、'ex'等侮辱性词汇共现。网络证据也表明该词在特定语境下被用于攻击同性恋。
