condition,iqr,max,mean,median,metric,min,n,p05,p95,q25,q75,status,stratum,task
CLDnew,0.9641715940920608,0.9999999964765645,0.6095411987472955,0.969300357050381,answer_sum/cardinality/natural/p2,8.040903610287092e-11,63,1.5060695223291105e-09,0.9999998182008988,0.03560944695885283,0.9997810410509136,defined,gold_size_2plus,group
CLnewNoCat,3.974651706562615e-06,0.9946655631788981,0.031596665469980426,1.7645107383027289e-10,answer_sum/cardinality/natural/p2,1.2588369558815603e-22,643,1.3362770032517273e-19,0.18018173582369798,6.729813424585922e-16,3.974651707235596e-06,defined,all,group
CLnewNoCat,0.01077426212639993,0.9946655631788981,0.07583754931845538,1.2314934477751959e-05,answer_sum/cardinality/natural/p2,9.81128534662649e-19,223,5.038211952623006e-12,0.5804896690952004,2.2417448285112993e-08,0.010774284543848215,defined,Lq_hit,group
CLnewNoCat,2.7104403262863143e-09,0.9919739429068468,0.00810686285519491,1.1987900003885966e-13,answer_sum/cardinality/natural/p2,1.2588369558815603e-22,420,4.4849759574893895e-20,7.821900609941953e-05,1.4154401878181832e-17,2.7104403404407163e-09,defined,Lq_no_hit,group
CLnewNoCat,1.769809904769146e-11,0.15158494467708186,0.0009934226379477867,4.750121788090178e-16,answer_sum/cardinality/natural/p2,1.2588369558815603e-22,252,4.360406243801717e-20,6.640157523866984e-06,2.248921627598182e-18,1.7698101296613087e-11,defined,gold_size_0,group
CLnewNoCat,1.2453700540765538e-05,0.9946655631788981,0.03761412801202389,1.6573457289104814e-08,answer_sum/cardinality/natural/p2,3.49147699173862e-22,328,1.6555801300726162e-17,0.2748157749170838,5.577772063263848e-12,1.2453706118537601e-05,defined,gold_size_1,group
CLnewNoCat,0.1345687868569097,0.9893968423760013,0.12268062546810686,0.001690893286180086,answer_sum/cardinality/natural/p2,9.603439931679851e-13,63,3.692220349407875e-10,0.7083183252718026,6.152031828251816e-06,0.13457493888873795,defined,gold_size_2plus,group
CLDnewNoCat,3.3882921918152717e-06,0.9999992807118485,0.08763763941197887,2.6206227089519704e-10,answer_sum/cardinality/natural/p2,2.016929370785571e-22,643,4.7956779824358785e-18,0.9981368957176993,2.0728247783238442e-13,3.3882923990977496e-06,defined,all,group
CLDnewNoCat,0.002798472956369421,0.9999992807118485,0.16875458848612881,4.1771579797978265e-08,answer_sum/cardinality/natural/p2,1.1753967095885877e-16,223,1.6177092617575363e-14,0.9998231662280188,2.3727007138537963e-11,0.0027984729800964283,defined,Lq_hit,group
CLDnewNoCat,1.5306512989513996e-07,0.9999913420041475,0.044568402165465926,2.009842507995683e-11,answer_sum/cardinality/natural/p2,2.016929370785571e-22,420,3.9338650840344653e-19,0.17241649135692957,1.8056053857780633e-14,1.530651479511938e-07,defined,Lq_no_hit,group
CLDnewNoCat,1.6520959961923407e-09,0.9992041291126061,0.02252016335684906,2.5566066479507453e-13,answer_sum/cardinality/natural/p2,2.016929370785571e-22,252,2.2240120833947587e-19,0.002540262324504551,7.926972376350947e-16,1.6520967888895784e-09,defined,gold_size_0,group
CLDnewNoCat,3.3261441312817896e-06,0.9999992807118485,0.053303039004719305,8.751671497074667e-10,answer_sum/cardinality/natural/p2,8.274259926547165e-18,328,1.0887486821299683e-14,0.6183786584382847,4.169907263842127e-12,3.3261483011890535e-06,defined,gold_size_1,group
CLDnewNoCat,0.9972975863511055,0.9999955940217025,0.5268654632131511,0.7401254054729336,answer_sum/cardinality/natural/p2,1.2418071162974486e-10,63,7.689316650699306e-09,0.9999914998805727,0.002267166568806837,0.9995647529199124,defined,gold_size_2plus,group
C0,1.0977352007199606e-13,0.002528996038562208,7.470684058798681e-06,3.097979380720546e-16,answer_sum/cardinality/natural/p3,1.3400347305479025e-25,643,2.596198393880616e-22,3.0766713866544124e-08,6.39441772623763e-19,1.0977415951376868e-13,defined,all,group
C0,2.9077814504806003e-11,0.002528996038562208,1.9160915387991013e-05,1.401055124064379e-14,answer_sum/cardinality/natural/p3,5.725156479911224e-25,223,2.783998658596505e-20,2.722847183732593e-07,5.620673549641085e-17,2.90778707115415e-11,defined,Lq_hit,group
C0,1.1157113929860453e-14,0.00023485202765791407,1.2637279006798956e-06,3.670480001552485e-17,answer_sum/cardinality/natural/p3,1.3400347305479025e-25,420,1.3846506591680737e-22,1.1315772977182668e-09,6.400330703074295e-20,1.1157177933167483e-14,defined,Lq_no_hit,group
C0,1.135250933585769e-15,4.795736634147618e-05,1.9055691545728782e-07,1.1053941546849498e-18,answer_sum/cardinality/natural/p3,5.725156479911224e-25,252,2.8933347692641867e-23,9.87832461399978e-12,3.498553077551565e-21,1.1352544321388465e-15,defined,gold_size_0,group
C0,4.239065293592034e-13,0.0012626890148697946,4.161844995956185e-06,1.6514585847200826e-15,answer_sum/cardinality/natural/p3,1.3400347305479025e-25,328,2.991006492824468e-20,1.007609577937692e-08,1.1032647074196078e-17,4.2391756200627756e-13,defined,gold_size_1,group
C0,4.9564994939908415e-08,0.002528996038562208,5.381816426093153e-05,5.071330436106664e-11,answer_sum/cardinality/natural/p3,1.9725762646801573e-22,63,4.2165800398022014e-17,0.00012764299692986358,2.462644030138705e-15,4.9564997402552444e-08,defined,gold_size_2plus,group
CLnew,2.2084439075754955e-14,0.8969467803831813,0.004013821814911062,1.2439119928200119e-17,answer_sum/cardinality/natural/p3,9.93303203095436e-29,643,3.48635185858678e-24,2.2757223584742939e-07,1.899369069709538e-20,2.208445806944565e-14,defined,all,group
CLnew,2.8905210288655376e-10,0.8969467803831813,0.011558043547596753,1.3933220610913837e-14,answer_sum/cardinality/natural/p3,1.2052611460704358e-23,223,1.2475194187918155e-20,9.827121443220136e-05,3.356415846159194e-18,2.890521062429696e-10,defined,Lq_hit,group
CLnew,3.2731530964615306e-16,0.0025099473086825598,8.199323508897795e-06,6.211184772804079e-19,answer_sum/cardinality/natural/p3,9.93303203095436e-29,420,3.0442370751482388e-25,3.9236048675374454e-11,1.5411013833460008e-21,3.273168507475364e-16,defined,Lq_no_hit,group
CLnew,3.594530499246314e-17,2.380695789113017e-06,1.131002722793864e-08,6.557360128475017e-20,answer_sum/cardinality/natural/p3,9.93303203095436e-29,252,1.989123733807418e-25,3.6145549877059533e-13,1.8453445902894233e-22,3.594548952692217e-17,defined,gold_size_0,group
CLnew,7.835047938838956e-14,0.6816110597557352,0.003203000145385153,3.938637883786886e-17,answer_sum/cardinality/natural/p3,1.1258997922548184e-27,328,1.421980169762274e-22,2.1552377481508159e-07,2.811902264178956e-19,7.835076057861597e-14,defined,gold_size_1,group
CLnew,1.0109094825441364e-07,0.8969467803831813,0.024290484590073352,8.611113384877574e-11,answer_sum/cardinality/natural/p3,1.653385415214285e-23,63,9.166044128480646e-19,0.024511547386477487,1.4722302126257148e-14,1.0109096297671577e-07,defined,gold_size_2plus,group
CD,2.727984268733861e-12,0.866144183557437,0.0027722049590465847,5.317401012343675e-16,answer_sum/cardinality/natural/p3,1.2672363952794089e-27,643,2.0387047360952603e-22,1.8407414072705656e-06,4.485430561571682e-19,2.7279847172769173e-12,defined,all,group
CD,6.874223741707441e-10,0.866144183557437,0.007616437155370779,2.9189022943078415e-14,answer_sum/cardinality/natural/p3,3.964254243965046e-25,223,5.760402091989072e-22,0.00016930548921940885,9.140901509752434e-18,6.874223833116456e-10,defined,Lq_hit,group
CD,5.034252751010202e-13,0.03187586831041137,0.00020014834052207151,7.089934437333424e-17,answer_sum/cardinality/natural/p3,1.2672363952794089e-27,420,1.2589089810138313e-22,1.1524967403831315e-07,1.6926829891594582e-19,5.034254443693192e-13,defined,Lq_no_hit,group
CD,1.6772941310504177e-14,0.03187586831041137,0.00012654186623344105,6.7554792676920136e-18,answer_sum/cardinality/natural/p3,1.2672363952794089e-27,252,1.4915583955528997e-23,2.488326343051278e-09,1.7191180873650234e-20,1.677295850168505e-14,defined,gold_size_0,group
CD,1.9643151597400694e-12,0.866144183557437,0.002773372986551498,1.4412660105098844e-15,answer_sum/cardinality/natural/p3,3.964254243965046e-25,328,1.5192668922868947e-21,9.941085835843933e-07,1.961544395215754e-18,1.9643171212844644e-12,defined,gold_size_1,group
CD,1.7452760939836742e-06,0.7390522910144712,0.013348776171225955,7.502763278233507e-09,answer_sum/cardinality/natural/p3,1.3788294003002559e-18,63,2.955138974765039e-16,0.018294099194129602,5.1418138226906495e-12,1.7452812357974968e-06,defined,gold_size_2plus,group
CLDnew,5.487293790585171e-13,0.999998916720125,0.0065867110428361785,6.099167977526775e-17,answer_sum/cardinality/natural/p3,9.166653576896882e-26,643,3.3846603892585698e-22,1.3260167242277432e-06,1.6413499864896223e-19,5.487295431935157e-13,defined,all,group
CLDnew,2.1601059867488656e-10,0.999998916720125,0.01895593339636446,1.5198439965451767e-15,answer_sum/cardinality/natural/p3,2.838940126458692e-24,223,2.0576894750193246e-21,0.0074000204333888155,1.2826162039603933e-18,2.1601059995750277e-10,defined,Lq_hit,group
CLDnew,6.077634155462059e-14,0.007933325295865868,1.9242983700924865e-05,1.4962842090481963e-17,answer_sum/cardinality/natural/p3,9.166653576896882e-26,420,1.3020643970567173e-22,3.3561989797961207e-09,6.434442278359219e-20,6.077640589904337e-14,defined,Lq_no_hit,group
CLDnew,2.4430054055842946e-15,0.007933325295865868,3.1516329343291084e-05,3.938186675809719e-18,answer_sum/cardinality/natural/p3,9.166653576896882e-26,252,1.185381069342124e-23,8.416345174745197e-11,2.0111197546536797e-20,2.443025516781841e-15,defined,gold_size_0,group
CLDnew,5.381849372661617e-13,0.9998509128352945,0.0031326884281815716,9.36773620261944e-17,answer_sum/cardinality/natural/p3,2.838940126458692e-24,328,1.1675921593934838e-21,1.9434200050692419e-07,3.558557782087912e-19,5.381852931219399e-13,defined,gold_size_1,group
CLDnew,5.477149133699628e-06,0.999998916720125,0.050790337795326955,2.2644276637929822e-09,answer_sum/cardinality/natural/p3,3.827434123617183e-20,63,1.0798293363503363e-16,0.1866986794569905,1.4851769400703025e-11,5.477163985469028e-06,defined,gold_size_2plus,group
CLnewNoCat,4.3855524653958076e-11,0.24257712036136683,0.001310030087334944,1.0831868062481574e-15,answer_sum/cardinality/natural/p3,1.3665080526559193e-28,643,2.705218154052273e-23,7.616141312536201e-05,1.9455958233432207e-19,4.385552484851766e-11,defined,all,group
CLnewNoCat,9.389515188945997e-07,0.24257712036136683,0.0037740506762155134,3.914648567991461e-10,answer_sum/cardinality/natural/p3,1.8008545604838918e-21,223,3.9949136051208646e-18,0.004972463486519,1.4552584014478072e-13,9.389516644204399e-07,defined,Lq_hit,group
CLnewNoCat,9.471399029704998e-15,0.0002534120901275986,1.7524889531173185e-06,6.196606344293515e-18,answer_sum/cardinality/natural/p3,1.3665080526559193e-28,420,5.446615215702613e-24,6.968949992335164e-10,8.464115364877908e-21,9.471407493820362e-15,defined,Lq_no_hit,group
CLnewNoCat,3.931870700107316e-16,0.005310326425627765,2.1342476476671164e-05,6.170540775005982e-19,answer_sum/cardinality/natural/p3,1.0070286996665389e-27,252,9.360426699159122e-25,7.600272201169977e-10,3.1584613833649693e-21,3.9319022847211496e-16,defined,gold_size_0,group
CLnewNoCat,2.3738044865951354e-10,0.09016076282222817,0.0007505145906874008,8.468755642465092e-14,answer_sum/cardinality/natural/p3,1.3665080526559193e-28,328,1.1285565806167194e-21,3.176453984625864e-05,1.3377851055957138e-17,2.373804620373646e-10,defined,gold_size_1,group
CLnewNoCat,0.00013233571503801241,0.24257712036136683,0.009377813592679054,7.149736628379947e-08,answer_sum/cardinality/natural/p3,4.228679311554178e-20,63,1.4792511717467104e-16,0.027622446062800336,1.307411710957363e-11,0.00013233572811212953,defined,gold_size_2plus,group
CLDnewNoCat,4.437692673113619e-13,0.9980380532489376,0.006473253336755169,6.227045384145291e-17,answer_sum/cardinality/natural/p3,6.166031813269355e-26,643,1.5116426421711103e-22,6.898810264072902e-07,1.9773174577059267e-19,4.4376946504310765e-13,defined,all,group
CLDnewNoCat,4.815603230772817e-10,0.9980380532489376,0.01828998640270189,2.439029286545611e-15,answer_sum/cardinality/natural/p3,2.1291151588814426e-24,223,4.724208304453664e-21,0.0002817258039674598,2.650029565662547e-18,4.815603257273112e-10,defined,Lq_hit,group
CLDnewNoCat,2.3234615723630648e-14,0.08234373156952651,0.0001991307803120275,2.214275028900599e-17,answer_sum/cardinality/natural/p3,6.166031813269355e-26,420,6.610364722300419e-23,8.583338676356923e-09,5.0850504617333275e-20,2.3234666574135266e-14,defined,Lq_no_hit,group
CLDnewNoCat,3.647663098033142e-15,0.08234373156952651,0.00032738698361495813,4.287057777398314e-18,answer_sum/cardinality/natural/p3,6.166031813269355e-26,252,1.182758749505838e-23,1.3281259727270173e-09,1.186451503679955e-20,3.647674962548179e-15,defined,gold_size_0,group
CLDnewNoCat,2.2164095988926716e-13,0.10224430913547061,0.0003140799926825071,1.6358274135485035e-16,answer_sum/cardinality/natural/p3,2.1291151588814426e-24,328,1.2283884372393742e-21,4.256520697433439e-08,6.678312749584583e-19,2.216416277205421e-13,defined,gold_size_1,group
CLDnewNoCat,5.129603959501782e-06,0.9980380532489376,0.06312352600099591,3.920599150618079e-09,answer_sum/cardinality/natural/p3,1.0744921276876528e-17,63,2.7075918057924583e-17,0.8009835586555465,9.163073112987942e-13,5.1296048758090935e-06,defined,gold_size_2plus,group
C0,3.530540710449649e-15,0.0029221145607840793,4.721878483193612e-06,2.57024869701853e-18,answer_sum/cardinality/natural/p4,4.717673330343743e-27,643,3.1758992852212295e-23,4.903444171905388e-10,9.052032378671581e-21,3.5305497624820276e-15,defined,all,group
C0,3.2770919659328065e-13,0.0029221145607840793,1.360893793433106e-05,1.783485425526974e-16,answer_sum/cardinality/natural/p4,1.2660287671064839e-23,223,2.4302062083572424e-21,3.0146328200731704e-08,9.175594755642717e-19,3.2771011415275623e-13,defined,Lq_hit,group
C0,2.017520208133384e-16,6.087691528051167e-07,3.2731079468247728e-09,2.1249037481529836e-19,answer_sum/cardinality/natural/p4,4.717673330343743e-27,420,1.0436965307833453e-23,7.550057506282185e-12,2.2120216869026898e-21,2.017542328350253e-16,defined,Lq_no_hit,group
C0,3.2080138068101024e-17,3.75179201824355e-07,2.3587335886508257e-09,3.459278674048298e-20,answer_sum/cardinality/natural/p4,8.424149030951927e-26,252,9.806907530081759e-24,9.623435850468894e-13,1.1141318935597322e-21,3.208125219999458e-17,defined,gold_size_0,group
C0,1.149896365604498e-14,0.0029221145607840793,8.912909209204553e-06,1.9292473567018465e-17,answer_sum/cardinality/natural/p4,1.928793236948752e-26,328,2.3739887709593603e-22,2.184219599599757e-09,8.450147203965002e-20,1.149904815751702e-14,defined,gold_size_1,group
C0,2.93925448260454e-11,5.702753571124724e-05,1.7799879874612597e-06,3.429938301886835e-15,answer_sum/cardinality/natural/p4,4.717673330343743e-27,63,7.281761845472146e-22,4.595019743572654e-08,8.3426195377258535e-19,2.939254566030735e-11,defined,gold_size_2plus,group
CLnew,1.8724429213414484e-18,0.00023221352213740077,5.154836259969094e-07,2.9689756189164827e-21,answer_sum/cardinality/natural/p4,6.197579606887417e-35,643,2.8496437801907893e-27,6.224515111611596e-13,2.173686611488013e-23,1.872464658207563e-18,defined,all,group
CLnew,1.0905500241584549e-16,0.00023221352213740077,1.4782506570111865e-06,8.343093343215219e-20,answer_sum/cardinality/natural/p4,1.6962466052169363e-30,223,4.608167485879249e-25,6.971663703068157e-10,3.2147688591429865e-22,1.0905532389273141e-16,defined,Lq_hit,group
CLnew,3.070514995091722e-19,1.8055085353579e-06,4.300178577424223e-09,9.353554317896116e-22,answer_sum/cardinality/natural/p4,6.197579606887417e-35,420,3.625155368531012e-28,9.519838683854209e-16,6.672690217809422e-24,3.0705817219939003e-19,defined,Lq_no_hit,group
CLnew,2.268298531930693e-19,6.759737101251095e-10,2.7795728381240864e-12,7.994785240830715e-22,answer_sum/cardinality/natural/p4,6.197579606887417e-35,252,3.036779199529774e-28,5.687045899728049e-16,4.9269659577539394e-24,2.26834780159027e-19,defined,gold_size_0,group
CLnew,2.673425527830097e-18,2.79977675528898e-05,9.321550432261892e-08,4.5458977754434465e-21,answer_sum/cardinality/natural/p4,7.776539484096401e-32,328,6.196189230192095e-27,8.972285298037471e-13,4.1087338342776733e-23,2.6734666151684396e-18,defined,gold_size_1,group
CLnew,1.1365476613820406e-14,0.00023221352213740077,4.775882311838707e-06,1.9655822758946157e-18,answer_sum/cardinality/natural/p4,2.222921078972389e-28,63,4.477454933650706e-25,5.010600589230901e-08,9.533166002768768e-22,1.1365477567137006e-14,defined,gold_size_2plus,group
CD,1.2578543805583208e-17,0.9790545926616979,0.0015226756093806601,1.434088412243158e-20,answer_sum/cardinality/natural/p4,1.089803629613609e-31,643,2.598613748691409e-26,8.373942870362392e-13,4.333260460465815e-23,1.2578587138187813e-17,defined,all,group
CD,3.3047591355148254e-17,0.9790545926616979,0.004390486512192913,5.0004614293661355e-20,answer_sum/cardinality/natural/p4,1.089803629613609e-31,223,1.3476499735515436e-25,4.493363997546507e-12,5.1929869324487834e-23,3.3047643285017576e-17,defined,Lq_hit,group
CD,7.741156510604875e-18,1.8676410741685482e-06,4.582411297790695e-09,8.214009882537687e-21,answer_sum/cardinality/natural/p4,2.446283016162576e-30,420,1.7834355580157178e-26,2.009385893883682e-13,3.629452152331065e-23,7.741192805126398e-18,defined,Lq_no_hit,group
CD,2.1447908571853656e-18,3.045666174948431e-08,1.3104791788820988e-10,2.7745428317974655e-21,answer_sum/cardinality/natural/p4,2.446283016162576e-30,252,1.069048644316274e-25,1.4959483930581322e-13,1.8330422636315414e-23,2.144809187608002e-18,defined,gold_size_0,group
